Unnamed: 0,urlDrugName,rating,effectiveness,sideEffects,condition,benefitsReview,sideEffectsReview,commentsReview
1151,byetta,1,Marginally Effective,Severe Side Effects,obesity and diabetes,initially severe cramping nausea continued doctor orders lost 20 pounds tops larger host problems believe started medication used 3 years,"severe cramping, headaches, incredible nausea, muscle cramps, vomiting blood (not once but on 2 occasions due to doctor's orders).  i now am facing something wrong with my digestive tract and no doctor has been able to figure out what is wrong.  since this is the area where the medication was injected, and only there, i believe that the byetta is the perfect suspect.  now, if i could only find a doctor that will listen to me.  the count is 5 and still increasing.  recently, i lost 4 pounds in 3 days!!!!  this is not normal!",inject said amount abdominal waist pelvic bone breakfast lunch amount changed medical professional treat decided increase dosage terrible results vomiting blood could eat even drink water could even stand smell food wish never heard byetta
2818,wellbutrin,1,Ineffective,Extremely Severe Side Effects,anxety / depression,started medication still treat anxiety mild depression eliminate desire want sex,"irritable, sleeplessness, rages of angry, fatigue, high blood pressure",obgyn switched prozac wellbutrin efforts help sexual side affects well absolulte nothing help area instead made depressed irritable severe rages crying time desire get bed hot flashes blood pressure spiked tremendously went back pcp back zoloft taken past although still wellbutrin felling 80 better 3 days tossed remaining pills drug clearly work body horrible experience go future get types meds pcp obgyn
2203,advair-diskus,4,Marginally Effective,Moderate Side Effects,asthma,advair helped asthma initially agrivated upper resperitory virus,"heart palpitations and coughing.  these side affects have been decreasing since i discontinued the drug.  advair seems to be fine for a short time, only to aggravate things later on.",treated asthma kicked winter cold season doctor put advair prednisone short dose continued advair four months time went side affects became pronounced doctor currently steroids advair watching complications blood tests thyroid glucose came back within normal levels
2807,wellbutrin,1,Ineffective,Extremely Severe Side Effects,depression,feel benefits initially started taking wellbutrin tauted little sexual side effects really highly disappointed overall experience drug immediately switched back effexor,"after a couple of days of taking the drug, i started experiencing severe flash anger. the smallest nuisance would set me off. i remember actually throwing something across my dining room. it was awful. at that point i decided to no longer take the drug.",certain describe treatment details prescribed medication asked due advertised benefits never disappointed medicine one certain people similar experiences pleasant
3054,seroquel,1,Highly Effective,Moderate Side Effects,mood stabilizer taken w/ prozac,seroqel seems calm mind stopped terrible mood swings irritability well,weight gain in excess of 25 lbs.,seroquel added medication regiment two suicide attempts prozac alone seroquel added able feel calmer mood swings subsided well
152,zmax,1,Considerably Effective,Severe Side Effects,strep throat,antibiotic seemed work quickly throat felt better within hours taking first pill,"horrible, painful diarrhea after 4 hours of taking each pill i took on day one.",seems like powerful antibiotic works powerful system worth side effect
3187,desyrel,3,Marginally Effective,Severe Side Effects,"insomnia, headaches",3rd day extremely elated uninhibited usual headache still present seemed unimportant addition slept night first two 50 mg pills,"my headaches worsened and i had additonal muscles aches. on 50 mg the first few days, i awoke with horrible facial and jaw pain; i also had some congestion. after going down to 25mg, the facial pain ceased, but i began having nightmares and after the day of elation, i was depressed the day following. i am currently wondering whether these effects will subside and the benefits increase.",doctor started one pill 3 days double next 3 pills upt 150 7th day still 25 due side effects
3038,seroquel,4,Highly Effective,Severe Side Effects,sleep aid,drug knocked wake night remember dreams difficult get morning drug effective sleep aid recent concerns think better choices,"the worst side effect was that i gained weight at an alarming rate, almost like i had diabetes. also the drug made me feel zombie like and flat....i think this too strong a choice as a sleep aid and there are better choices.",doctor perscribed paxil anxiety disorder meant help sleep really knocks take drug drive feel like zombie
4002,fosamax,1,Marginally Effective,Severe Side Effects,loss of bone density in spine,bone scan showed increase bone loss,"mild at first,slight headache,jaw pain,some stiffness in joints.thought that it was drug related,but could tolerate it if it was working.than this spring,started to have increasing pain and swelling ,knees,fingers,trouble lifting up arms.at some point i realized that this was getting serious",stopped taking medication medication 5 weeks 325 mg tabs day helped along mild frequent exercise
1343,lybrel,1,Ineffective,Moderate Side Effects,no more period,could get pregnant,"*

      mild nausea, vomiting, bloating, stomach cramps;
    *

      breast pain, tenderness, or swelling;
    *

      freckles or darkening of facial skin;
    *

      increased hair growth, loss of scalp hair;
    *

      changes in weight or appetite;
    *

      problems with contact lenses;
    *

      vaginal itching or discharge;
    *

      changes in your menstrual periods, decreased sex drive; or
    *

      headache, nervousness, dizziness, tired feeling.",take pill everday peferablly time
919,paxil,1,Considerably Effective,Severe Side Effects,depression,eliminated depression,constant stomach upset. complete inability to climax.,subscribed help get separation spouse taking everything ate upset stomach hell time came stop taking addictive felt nauseous dizzy plain horrible first tried stop taking went back started taking john wart helped immensely came time try quit drug weeks taking herb slowly started reducing amount paxil taking breaking tabs taking less less day finally got never ever take nightmare
2126,renova,4,Moderately Effective,Moderate Side Effects,wrinkles,sure point,drier skin making wrinkles more prominent.,used tazarac years gotten older menopausal skin dry prescribed renova skin still dry use use cerave cleanser cerave cream per derms recommendation even using renova skin still dry really want continue using renova hope dryness improve
722,accutane,5,Highly Effective,Severe Side Effects,cystic acne,oily skin vanished skin cleared finally painful cysts went away 4 yrs treatment however come back anyways 4 yrs stress mentral cycle get jaw line even hold alcohol swabbed cell phone mechanical pressure last forever scar benefits great side effects,"dry everything! lips & eyes! intolerance to contacts! hair loss! spinal cord spasming and tightening from loss of joint fluid!!! very difficult to lay down, must do it very slowly or spasms occur. must take stool softeners to avoid a regular bowel movement or else trauma to rectum can occur with bleeding (usually mild) and possible hemroids. sun light sensitivity. major migraines due to increase pressure from synthetic vit a on the brain. its much worse if you are prone to migraines. monthly blood test due to toxicity of medication on liver and kidneys. must be on birth control at all times. long term problems are still persisting...good luck people... so the risks are crazy but this stuff works if you truly have severe all else fails cystic acne..but results may not last...i had to go through this again at 23! also this stuff will put you in the poor house if not insured! meds 7 blood work is a big expense! hope this helps...",like stated get ready monthly blood work ensure damage body occurring pregancies birth control times use double protection stool softener lip balm eye drops
1852,augmentin,5,Considerably Effective,Severe Side Effects,cat bite infection,infection cleared,"loss of appetite, heartburn, nausea,light headed feeling, gas, bloating,did not sleep well, 2 episodes of extreme dizziness  (side-effects were most extreme at mid-point - 5 days.  about 7-10 after completion i developed a vaginal yeast infection, which was cleared with over the counter medication.",cat bite foot swollen painful hospitalized 4 days time antibiotics administered intravenously every 6 hours discharged hospital felt fine without symptoms described started taking augmentin became noticeable 5th 6th day end treatment dizziness subsided light headed feeling intestinal discomfort remained 3 4 days
3012,cipro,1,Considerably Effective,Extremely Severe Side Effects,urinary tract infection,urinary tract infection subsided,"horrible...began feeling nauseous after 3rd day...disoriented, general ""sick"" and weak feeling...terrible digestive pains and upset...lasted more than a year afterward...felt like digestive tract was ulcerated or raw, very explosive bowel movements, tendons in heels would ""catch"" and stiffen...an odd side effect but found out online later that it is one of the known odd side effects of cipro...fluroquinone poisioning i guess as that is what cipro is.  will never take it again!",took prescription directed day three could continue
3159,prednisone,3,Highly Effective,Moderate Side Effects,severe recurrent sinus infections,given short course prednisone take along whatever antibiotic currently whenever antibiotic alone clearing sinus infection prednisone worked like charm cost,"sleeplessness!  taking the prednisone was like drinking ten cups of coffee every night or like being on speed.  i had unnatural amounts of energy -- nervous energy -- and wore myself out during the time i was taking the prednisone.  it always helped to clear up the infection, but then i had to recover from the prednisone.  this is a scary drug.",addition whatever antibiotic currently take 9 prednisone first times 3 mg meal really much later three tabs morning day several days sometimes 7 sometimes many taper amount took several days 3 mg increments days new dose finally would time
2891,inspra,2,Considerably Effective,Severe Side Effects,conn's syndrome,prior inspra spiractin back took inspra reduce possibiity gynecomastia presenting form breast pain blood pressure normalised spriractin inspra,"severe anxiety attacks commenced approximately two months after starting, and in hind site was a slow build up, but got to the point that it interfered with normal day to day",spiractin originally prescribed treatment conn syndrome however brease pain experienced shortly commencing medication consultation treating doctor inspra prescribed alternative inspra commenced side effects described experienced reverted spiractin short time side effects ceased almost immediately 48 72 hours cessation inspra completed
1132,evista,1,Ineffective,Severe Side Effects,osteopenia,take medicine long enough get benefits,"i started having side effects within days of taking it but didn't realize it thinking that i was dealing with other health issues.  i started out having a very bad sore throat, hoarse voice and cough.  went to a rediclini and got on antibiotic.  also went to see a dr. 2 days later and was given a prednisone pack because i had chest congestion and by that time i had laryngitis plus shortness of breath.  i dealt with these symptoms for 2 weeks.  cough and wheezing got better and then i realized the connection between getting all of these symptoms and the side effects.  checked online and sure enough, all of them were listed so i called the dr. and stopped the medicine.  shortness of breath is better and my voice is getting somewhat better.",none
2143,concerta,3,Marginally Effective,Severe Side Effects,add - mild depression,2 first day fantastic easy going task birding would overall say focus good however well great mostly mind great joy,"now day 3 up to now - i feel mostly the side effects, such as nausea, physical numbness and irritated and no effect of increase on attention.
i'm paying attention as to know if i should continue or try something else or live without it as i always did. very unpleasant !!! women seem to do great on aderall",unpleasant way normal pay see psychiatrist around 150 monthly renewal says take insurance people handle invite answer fionahopes hotmail
3266,zoloft,4,Marginally Effective,Severe Side Effects,depression,definitely notice improvement depression believe zoloft far truly effective antidepressant drug depression somewhat subsided panic attacks less severe albeit completely gone,"from my personal experience, this drug exerts its effects mainly through a total numbing of one`s emotions. i had become a zombie, not feeling depressed but at the same time not feeling any positive emotions. my emotions had been totally flattened. my libido was gone. i had absolutely no desire for any kind of sexual activity.",50 mg per day mornings total duration treatment 3 years treatment course attempts made titrate dosage 100 mg per day tolerate
3090,minocycline,1,Ineffective,Severe Side Effects,acne,originally took medication smaller dose months saw reduction pimples physician increased dose hopefully increase benefits still significant acne,"after taking this medication for 1 week, i experienced sudden severe joint pain and stiffness, almost like very bad arthritis. i was 30 years old at the time.",took medication prescribed dermatologist 1 week 100 mg dose severe side effects started side effects disappeared 3 days discontinuation
3949,prilosec,3,Moderately Effective,Extremely Severe Side Effects,acid reflux,reduction acid,"side effects from 20mg per day after one year of use were those listed in over-dose of prilosec side effects; along with other side effects not listed. anxiety, heart racing, saliva depletion (resulting in excessive cavities), facial bumps (going away after two weeks off), constant extreme thirst, aggitation, saliva gland malfunction/swelling, lack of hair growth.",difficult get drug took apple cidar vinegar
1354,crestor,1,Moderately Effective,Severe Side Effects,high cholesterol,cholesterol lowered would needed larger dose meet desirable levels,after about eight months started experiencing numbness in hands and arms during the night severe enought that i could not sleep.  after two months of this started having extreme pain and discomfort in upper back and shoulder blades during the day.,pain numbness went away discontinuing use drug
2888,avita,3,Marginally Effective,Moderate Side Effects,wrinkles,treatment benefits see hoped begin see effects several months much difficulty gave,"my skin became so irritated and red that i stopped using it.  i was using just a small amount and still had trouble with irritation and small, watery itchy bumps appearing, primarily around my nose and mouth.  the prescription strength was probably too high and because it was purchased in mexico it also may not have been from a trustworthy source.",used differin past good results considerably younger last round tried hoping reduce wrinkles could proceed using due irritation etc
2675,prinivil,1,Moderately Effective,Severe Side Effects,blood pressure,decreased bp,"after three to four day started experiencing diarrhea and abdominal pain.  the abdominal pain increased in severity over several days, starting in lower gi and moving up to include mid and upper abdomen.  the drug was stopped for a few weeks.  thinking the gi pain may have been caused by a gi ""bug"", the lisinopril was restarted with the same reaction after two to three days.  drug discontinued.",stopped drug rechallenged weeks later results
2275,lexapro,4,Moderately Effective,Moderate Side Effects,"depression, anxiety",symptoms numbed able better deal life get days without crying nervous epsiode,i felt numb and low energy. it was like living in a cloud. i also gained a lot of weight which in turn made me feel bad and sad for myself all over again.,took one day morning would voice concern perks drug doctor adjust dosage try something else wished would advised psychological exercises accompany treatment
3246,nuvaring,3,Highly Effective,Moderate Side Effects,birth control,nice worry pill every day put one ring worry 3 weeks,"i noticed that i felt really down around month two of taking in, my mood swings were severe, i felt tired all the time. i could also feel the ring during sex and it frequently came out during sex.",although convenient almost defeats purpose birth control worry time ring going come also mood swings feelings tiredness almost unbearable would recommend
2376,diltiazem,1,Marginally Effective,Severe Side Effects,atrial fib,seemed reduced blood pressure benefits observed,"itchy red urticartia over entire body.  this rash covered every inch of skin, causing swelled face and eyes.  anti-histimines did not relieve.  condition self relieved 2 weeks after stopping drug.",taken case atrial fib resumed order keep heart rate atrial fib return drug treatment unknown would help keep heart rate event atrial fib
4033,tri-luma,3,Marginally Effective,Moderate Side Effects,skin spots,skin lighter area put dark spot never completely go away,i experienced excessive peeling and sensitivity to triluma.  the area where i applied it was sensitive to light.,took one dot day evening went bed used creams face took every day
1687,claritin,1,Ineffective,Extremely Severe Side Effects,allergy,benefits,severe head ache pain that so far has lasted two days...still counting...did i mention nausea? stomach pain?,severe headache caused claritin triggered trigeminal neuralgia facial pain wish god never heard medication expensive work caused severe pain would like blow factory like hmm pay pain geee thanks stick benadryl rather sleepy
1672,claritin,5,Moderately Effective,Moderate Side Effects,chronic sinus congestion,drug cleared sinuses took time become effective use effect lasted half day would take 3 months,i felt like i was hopped up the whole time. my skin would feel crawly and i would be generally jittery and not able to focus. i lost concentration and felt high the whole time. it also made me feel really dehydrated.,medication use sinus infection first help relieve congestion sinus infection subsided still congestion fairly often prescribed take needed would usually take one morning worst stopped months due side effects made diet changes relieve
815,ambien,3,Considerably Effective,Severe Side Effects,insomnia,drug get patient sleep soon taking drug,"the side effects are not worth it.  while it gets you to sleep, it makes you incredibly groggy the next day.  i had problems concentrating.  also, i started sleepwalking with no memory of my actions.  this can be very dangerous.  also, after taking it for a few days, it would become difficult to stop taking it.  i would rather not get as much sleep rather than take this medication.  i only take it a few times a year now mostly to reset my clock if i've traveled, but would never take it on a regular basis.",treatment require much taking prescribed drug needed however take nights row difficult stop stop makes groggy gives headaches day good sleepness night back traveling get back regular sleep schedule taken regular basis
978,macrobid,2,Ineffective,Severe Side Effects,uti,none stuff awful hurt take,severe leg and arm pain -horrible diarea-very sick chills and fever-dizzy -tired allot of abdominal pain -i really hurt allot,took 5 days felt much better stuff even though still uti
730,claripel-cream,1,Ineffective,Moderate Side Effects,hyperpigmentation,benefits using hydroquinone,"i had some light hyperpigmentations, and hydroquinone made my hyperpigmentation darker.",dermatologist prescribed hydroquinone 4 cream helped light hyperpigmentation problem however hydroquinone work opposite effect hyperpigmentation became darker
3672,effexor-xr,2,Ineffective,Severe Side Effects,depression,took three months feel less depressed actually felt kind paranois fee less depressed fact anxious,"tired, spaced out, insomnia weight gain",work gained 23 pounds three months tried taking pm neither worked gained lot weight experienced insomnia early waking
2797,wellbutrin,4,Marginally Effective,Moderate Side Effects,anxiety,seemed mild calming effect,lost interest in sex,details tlod doctor bothering prescribed said would take feel results year thought long enough swiched doctors
4052,amoxil,1,Ineffective,Severe Side Effects,glandular fever,little affects felt throat,"9 days after first taking amoxil, full body hives appeared. never before been allergic to amoxil, or anything else. itching was severe and uncontrollable.",given amoxil without blood test usual doctor seeing usual doctor ordered blood test found glandular fever positive ordered drugs already however taken lot direction first doctor
1693,retin-a-micro,3,Ineffective,Mild Side Effects,acne,none experienced,redness the first week.  then acne got worse.,decided stop treatment three months using get rid small pimples forehead using product noticed getting bigger bigger pimples stopped
1527,fluvoxamine,5,Ineffective,Mild Side Effects,anxiety/worry,none especially surprising since prescription name brand luvox used previously great results luvox stopped ruminations obsessive worry generic fluvoxamine seemed nothing help sleep,"some vague nausea, which was not a problem with the name brand drug.",time weaning second child apparently experiencing hot sweats panic tried fluvoxamine generic version luvox used previously four years successfully used luvox able discontinue without side effects symptoms worry returning time generic available tried thinking would drug provide similar results experienced nausea get sleep benefits although felt luvox improved sleep taken night neither version drug caused drowsiness feel improvement symptoms generic version perhaps hormones needed balance intense fluvoxamine modify hope something better available menopause eventually causes return symptoms generics better others individual reactions differ useful rating information available access online
647,seasonique,4,Considerably Effective,Moderate Side Effects,preventing pregnancy,preventing pregnancy,"this pill was great b/c i didn't have any periods and also prevented pregnancy, but that doesn't help you don't have any sex drive. i didn't have any sex drive at all... not decreased. none at all. horrible. switching back to ortho-tricyclene lo. i'd been on that since 2002.",
1056,oracea,4,Marginally Effective,No Side Effects,rosacea,notice much difference decrease rosacea bumps redness bumps seemed increase briefly got oracea approximately one week discontinuing use used conjunction topical finacea applied twice day also prescribed rosacea,none noticed though per the treatment details (see below) it was often difficult to take based on your eating schedule.,take one pill day must take one hour befor eating two hours plenty water also need avoid sunlight product though good recommendation skincare regardless medication
3598,fluconazole,2,Ineffective,No Side Effects,yeast infection,pill added nothing treatment process,no known side effects from the pill,prescribed fluconazole pill taken orally clotrimazole cream applied topically treatment candida first told take pill use cream 3 days pill work reduce yeast infection took pill 3 days alone without cream saw improvement took pill plus cream 4 days slowly started clear told one pill taken repeatedly day cleared
789,ambien,4,Considerably Effective,Severe Side Effects,sleep,drug effective helping fall asleep get good night sleep,"after taking the drug for more than 2 nights in a row, i had a very difficult time sleeping without the medication on subsequent nights",difficult nights without drug nights drug sought sleep aid medications
2553,dexedrine,2,Ineffective,Moderate Side Effects,add,weight loss right away felt working brain right away lost efficacy built tolerance md gave thing happened meds cure add 100 take supplements,"insomnia, i got obsessive complusive and had to stop.  i also think i have a bit
of liver damage of taking meds over 10 years.  i only took dexedrine for a few months.",rec speed focus took dexerine morning wears night lost weight first time metabolism great sadly gained 15 lbs diet
364,neurontin,2,Ineffective,Moderate Side Effects,chronic pelvic pain,essentially identifiable treatment benefits,"the main side effects were fatigue and dizziness, which became worse with increasing dose.",medication intended reduce patient use narcotics providing adjunctive treatment chronic pelvic pain indicated several studies also prescribed neuropathic patient patients experience benefit benefit occurs small doses titrating dose seems worsen side effects without providing added benefit addition costly drug
3153,prednisone,3,Considerably Effective,Severe Side Effects,pneumonia with associated cough,drug really help inflammation lungs cut cough,"stomach upset,hunger, which lead to overeating, severe acne breakout of the face.",pretty bad case pneumonia culminated horrible hacking convulsive cough could get go away given ceftin believe ca remember dose also prescribed inhaler prednisone never taken steroid kind first couple days okay though noticed felt constantly hungry stomach hurt slightly actually hard tell eating lot crackers thinks thought would help five days skin began break along jaw line forehead usually problem breakout bad went see dermatologist put month tetracycline cleared skin overall prednisone made feel lousy hope never ever need anything
3891,dispermox,1,Ineffective,Severe Side Effects,sinus infection,sinus infection able documented due immediate reaction drug normally prescribed antibiotic effect respiratory system,about 1 hour after taking the first dose the side effects started.  there was severe tingling in the sinus cavity increasing pain and immeidate internal swelling of the sinuses.,none
2010,vicodin,4,Moderately Effective,Severe Side Effects,surgery recovery,relieved pain helped fall asleep,"i had severe constipation and nausea, along with some onfusion, dizziness, and cramping.",stopped taking vicodin switched counter tylenol remedy side effects severe negative constantly severely nauseated taking vicodin body tolerate drug well
2743,actonel,1,Ineffective,Severe Side Effects,osteoporosis,none since could continue treatment diagnosis made routine test symptoms,severe indigestion/heart burn & increasing hoarseness,week day take one tablet first thing eating full glass water lie eat anything 30 mins
2369,propecia,1,Ineffective,Severe Side Effects,hair loss,gave drug within one week dint expect benefit within short time period,"i took the drug for two days. very first day i took 0.25 mg (1/4th of 1mg pill. after taking pill i felt like everything became faint.. as if a fog had covered everything before mt eyes. i ignored it but till evening i started feeling as if i was drunk. i could not concentrate on anything. i felt  a bit of tiredness. i dint take the drug for next two days then i took 0.5 mg (1/2th of  1mg pill)on 3rd day and it proved to be the most horrible day of my life. it caused  extreme tiredness and mild pain in body as if i have got mild fever. i was totally exhausted and confused about what was happening. i felt the sensation in my blood vessels as if my blood pressure had risen and difficulty in breathing. i  was not able to think clearly and had no option than resting on my bed. i waited whole day to pass this nightmare.  in night i tried to  meditate to keep my mind peaceful. meditation helped me a bit but i found my rate was not normal . i went to sleep thinking every thing will be alright next day. in bed, i started feeling mild pain in my testicles. i surrendered my self to situation and waited for next morning meanwhile i got a sleep. next morning i felt better as pain had disappeaed, tiredness was not there but still felt difficult to concentrate. but i could think clearly, i  carried the remaining pills of propecia with me on my way to office and threw them in dustbin on road. i dont know why it happened but i never happened to me again as i never repeated this mistake of taking this drug.",took twice mg two separate days
3229,nuvaring,1,Highly Effective,Severe Side Effects,birth control,get pregnant time want another baby,"i gained a ton of weight, i've been off of the nuvaring for over a year now, my period is still very speratic and random and i can't seem to get pregnant.  with my first baby, i got pregnant immediately, within only a month of trying and now, i can't get pregnant.  my periods come along once every 3 to 6 months and are extremely severe, lasting for well over a week and are very heavy.  i do not recommend this product!!!",followed doctors instructions perfectly
1086,effexor,1,Ineffective,Extremely Severe Side Effects,depression,none,violent sickness and tics,effexor depressioin part treatment plan maintain stability bipolar
634,seasonique,2,Highly Effective,Severe Side Effects,birth control,medication effective preventing pregnancy,"i had severe side effects including night sweats, breakouts on my back (still lingering 4 months later), and weight gain (approximately 5-10 pounds which took 3 months to lose)",decided switch birth control another brand yasmin several years 2 half months side effects severe stop medication
3491,serzone,3,Marginally Effective,Severe Side Effects,depression,lessened depression,it made me groggy during the day & made me sleep the sleep of the dead at night (not such a bad side effect).  i also had dry mouth & it sometimes caused mild nausea on an empty stomach.,took med trying others depression worked pretty well decided taper dose got pregnant completely son one month old since kept depression control effectively diet exercise
2242,accolate,1,Ineffective,No Side Effects,capsuar contracture of breast implant,benefits good drug expensive effective problem experiencing time experiencing complications implants truly believed doctor prescribed drug time literature read drug claims likely work used early treatment capsular contracture,i tolerated the medication very well.  i didn't experience any illness or side effects from accolate.  i felt a strong mental negativity towards the drug when it was prescribed based on the literature i read and my doctor's statement about being treated early.  i think i tried the treatment knowing in my mind that it was not going to work.,required take accolate three months promote softening breast implants 20mg tablets taken twice daily along continued daily massage breasts doctor said treatment chances effective used early detecting capsular contracture treatment started 5 months breast implant surgery treatment work advised would need surgery
500,paxil-cr,4,Moderately Effective,Moderate Side Effects,depression,reduced side effects depression insomnia frequent crying feelings hopeless,"weight gain (25 lbs.), difficulty concentrating, cravings for carbohydrates, lack of interest in sex.",withdrawing drug done slowly gradual reduction six week period treatment accompanied talk therapy withdrawal drug difficult led emergence anxiety panic attacks new case mild depression
3331,tetracycline,5,Considerably Effective,Moderate Side Effects,acne,tetracycline helped reduce acne lesions,tetracycline was heavy on the stomach and if you ask me added to yellowing of my teeth but that is a subjective view. mostly it caused stomach gas and disturbance. i had constant vaginal yeast infections because (i believe) of the imbalance of good bacteria.,treatment time one treatments acne systemic treatment decrease acne lesions continued use soon discontinued acne returned usual use 2x per day indefinitely best idea time prevent gross acne lesions would occured without
3248,nuvaring,3,Highly Effective,Extremely Severe Side Effects,i kept getting pregnant. no more stairs.... please,never got pregnant,"my dosage was so high that at the end of a week i couldn't fit any more up there.  my boyfriend couldn't get his member inside of me, and when he finally did it gave him severe gouges on his shaft.  it caused me to stop eating, and when i did i just threw it up... it caused me to become violent, i even struck my boyfriend a few times during an argument.  i was on my period the entire week, the bleeding just wouldn't stop.  it was horrible.  not to mention, the pain i felt inside of my vagina was tremendous.  i could hardly sit down by the end of the week.  i do not recommend that anyone believes this.",used five rings daily every intimate encounter ouch
184,adderall,5,Considerably Effective,Moderate Side Effects,depression,increased productivity ability stay awake day,dry lips & mouth.  teeth grinding.  tough time sleeping.  highly addictive.,used conjunction lexapro depression started taking keep awake drowsiness side effect lexapro however quickly lost 10 lbs could stop moving around eventually thinking became jumbled add constantly thinking circles
2939,prednisolone,1,Highly Effective,Severe Side Effects,r/a,first cople week felt great swelling pain fulll energy wanted go jogging,"big fat face,body ectdepressed mood swings up and down dont want to go out the house gained about a stone only been on it for 4 weeks some and pain swelling back feeling ill and night swets and spots over face and body feeling iritabill and can not think straght could go on",start 60mg second week 50mg third week 40 forth week 30 anough
2901,cyproheptadine,3,Considerably Effective,Severe Side Effects,"allergy, runny nose, hay fever",stopped running nose sneezing,"terrible drowsiness and weakness, i could sleep all day then",one pill unadequate daytime stop understand happened new doze drowsiness appeared understood problem third time tested sure ca function normally drug although stopped running nose
3021,cipro,1,Ineffective,Extremely Severe Side Effects,prostate procedure,none,"a completely fit and healthy male who exercised 6 days/week who decided to have a prostate procedure to alleviate inflammation.  placed on cipro pre and post.  no signs of infection in autopsy.  upon arrival to hospital 2 weeks post procedure, had extremely elevated enzymes(muscle and cardiac) and died within 3 hours.  result of biopsy : cardiac arrest due to multi organ failure.",treated cipro prophalaxis prostate
1160,zofran,5,Highly Effective,Mild Side Effects,nausea,nausea less vomiting able get work school feeling better,"mild dizziness, sometimes i would get a headache",prescribes 4 mg zofran take 4 times per day relief nausea vomiting likely due vertigo decrease nausea symptoms first dose total relief 3 doses experience mile headache believe common drug
2525,diflucan,3,Moderately Effective,Moderate Side Effects,yeast infection,eliminate yeast infection,"the yeast infection occurred after taking oral antibiotics.  after i took the first dose of diflucan, i developed an itchy, raised, red, rough rash on both sides of my face and the yeast infection only moderately improved.  i took a second dose a week later and the same problem occurred.  after that incident i discontinued use.  the diflucan never did resolve the yeast problem and for months after i continued to suffer from skin rashes that may or may not have been related.  eventually the yeast problem went away by taking probiotics and an herbal usnea tincture.",one single dose oral pill repeated dose one week later
3175,prednisone,2,Highly Effective,Extremely Severe Side Effects,cornea transplant rejection,60ml prednisone saved cornea transplant saved another surgery already tramatized eye,"the side effects were terrible.
hiper, trouble sleeping, shaking, depression severe depression.
depression that i have never had before.",60 ml prednisone 3 weeks month saved transplant
879,paxil,3,Moderately Effective,Severe Side Effects,depression/anxiety/ptsd,loss depression reprieve ptsd symptoms,"suicidal thoughts, disconnection from friends and family",monitored quarterly basis psychiatrist prescribed paxil trazadone
2272,lexapro,2,Considerably Effective,Moderate Side Effects,depression,less,weight gain of 13 pounds -- very distressing.,stopped taking lexapro trying manage depression yoga light therapy supplements mildly effective
893,paxil,4,Considerably Effective,Moderate Side Effects,panic attack and anxiety,paxil relieved anxiety mild panic attacks first time doctor needed increase dose get effect,the side affects were that i needed an abnormal amount of sleep.  the higher the dose the more time i slept.  also my blood pressure went up and i gained a lot of wieght.,started half 10mg pill day increased full 10mg day went 10mg half pill day went 20mg day went paxil entirely blood pressure went lost good anount wieght gained high axiety first subsided
1333,prevacid,1,Ineffective,Extremely Severe Side Effects,indigestion,recommended instead gaviscon supposedly better solution indigestion instead disaster,"terrible terrible.   i already suffer from constipation, but i took one of these tablets, as prescribed, for two consecutive days.  after two days i knew they were a no-no for me.  my innards came to a complete stop. i shall throw the remainder of the tablets away.  four days on my innards are still at a standstill.",take one per day stopped taking forget already take dulcolax constipation known recommended tablets side effect constipation would refused back gaviscon gentle pleasant take liquid capsules get along
2770,duac,3,Ineffective,No Side Effects,"skin probles - acne, balckheads",could observe benefits blackheads remained acne remained probably problem severe enough see results however due observed change stopped using,"i have not noticed any side effects. though i am susceptible to various allergies, i have not had any breakouts or worsening effects. also, blackheads and acne did not become any worse.",prescribed use 2 cream gels duac tazorac using small amount duac night cream tazorac day cream
1831,yasmin,1,Considerably Effective,Extremely Severe Side Effects,birth control,clear clear skin skin acne free looked like photo shop picture positive birth control,"extreme hunger. weight gain. severe emotional side effects that not only affected my life negatively but made me want to end it. i experienced severe depression, anxiety, anger  and rage. i lacked any sex drive whatsoever. constant fighting and feelings of guilt, remorse and worthlessness. ruined relationships tremendously and i couldnt do anything to stop my behavoir except stop taking the birth control. it was the worst thing i have ever experienced in my entire life. my life is not that bad-i had no reason to feel the ways i did during use of this birth control. i literally thought i was going crazy..and i still feel terrible til this day about the ruined relationships.",recommend using birth control caution although everyones body responds differently medications begin notice negative emotions even slightly recommend stop using immediately gets worse since stopped taking months ago slowly regained things lost including boyfriend careful
377,lamotrigine,3,Marginally Effective,Severe Side Effects,"borderline personality disorder, bi polar",mood swings lessened benefit,"strong depression and crying, very angry and aggressive, loss of hair, dizziness. cant feel happiness.",doctor put told im bipolar however feel bipolar well cymbalta raised blood pressure lamactil made agressive angry cry time doctor told wanted lamactil said didnt feel way uped anyway taking new dosage bc child possible schizophrenia young diagnosis two angry people good mix also taken vyvanse year stimulant well past ritalin adipex weight loss never experienced anger like tjis
16,proquin-xr,5,Moderately Effective,Moderate Side Effects,chest infections,reduces symptoms pseudomonas chest infection weeks especially haemoptysis,"condiderable nausea, bad dreams & increased sensitivity to the sun.",take drug 3 week course wait symtoms increase another 3 week course usually works 3 weeks 3 4 weeks
